"cycle","label","thread","name","offset_ms","ms","depth"
0,"first-second","RenderThread","DrawFrames 12763990",0.000000,25.646000,0
0,"first-second","RenderThread","Drawing  0.00  0.00 720.00 1600.00",0.000000,25.644000,1
0,"first-second","oelseisfree.app","Choreographer#doFrame 12763997",0.000000,29.859000,0
0,"first-second","oelseisfree.app","animation",0.000000,9.389000,1
0,"first-second","RenderThread","flush commands",0.863000,14.651000,2
0,"first-second","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",0.875000,0.034000,3
0,"first-second","RenderThread","Clear",0.877000,0.000000,4
0,"first-second","RenderThread","AtlasTextOp",0.878000,0.009000,4
0,"first-second","RenderThread","TextureOp",0.888000,0.002000,4
0,"first-second","RenderThread","TextureOp",0.890000,0.001000,4
0,"first-second","RenderThread","TextureOp",0.891000,0.001000,4
0,"first-second","RenderThread","TextureOp",0.892000,0.001000,4
0,"first-second","RenderThread","TextureOp",0.893000,0.001000,4
0,"first-second","RenderThread","TextureOp",0.894000,0.001000,4
0,"first-second","RenderThread","CircularRRectOp",0.895000,0.002000,4
0,"first-second","RenderThread","CircularRRectOp",0.898000,0.001000,4
0,"first-second","RenderThread","CircularRRectOp",0.899000,0.001000,4
0,"first-second","RenderThread","AtlasTextOp",0.900000,0.001000,4
0,"first-second","RenderThread","FillRectOp",0.902000,0.005000,4
0,"first-second","RenderThread","TextureOp",0.907000,0.001000,4
0,"first-second","RenderThread","TextureOp",0.909000,0.001000,4
0,"first-second","oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",6.474000,2.677000,2
0,"first-second","oelseisfree.app","IntBufferBatchMountItem::mountViews",6.489000,2.659000,3
0,"first-second","oelseisfree.app","IntBufferBatchMountItem::mountInstructions::UPDATE_PROPS numInstructions=10",6.499000,2.644000,4
0,"first-second","oelseisfree.app","BatchEventDispatchedListeners",9.359000,0.020000,2
0,"first-second","oelseisfree.app","traversal",9.395000,20.458000,1
0,"first-second","oelseisfree.app","draw-VRI[MainActivity]",9.484000,20.360000,2
0,"first-second","oelseisfree.app","Record View#draw()",9.494000,0.195000,3
0,"first-second","oelseisfree.app","postAndWait",9.693000,20.147000,3
0,"first-second","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",14.692000,0.801000,3
0,"first-second","RenderThread","Clear",14.705000,0.004000,4
0,"first-second","RenderThread","AtlasTextOp",14.710000,0.062000,4
0,"first-second","RenderThread","TextureOp",14.776000,0.025000,4
0,"first-second","RenderThread","TextureOp",14.802000,0.002000,4
0,"first-second","RenderThread","TextureOp",14.810000,0.242000,4
0,"first-second","RenderThread","TextureOp",15.242000,0.192000,4
0,"first-second","RenderThread","TextureOp",15.435000,0.002000,4
0,"first-second","RenderThread","TextureOp",15.438000,0.003000,4
0,"first-second","RenderThread","CircularRRectOp",15.442000,0.012000,4
0,"first-second","RenderThread","CircularRRectOp",15.455000,0.006000,4
0,"first-second","RenderThread","CircularRRectOp",15.461000,0.002000,4
0,"first-second","RenderThread","AtlasTextOp",15.463000,0.006000,4
0,"first-second","RenderThread","FillRectOp",15.471000,0.006000,4
0,"first-second","RenderThread","TextureOp",15.477000,0.010000,4
0,"first-second","RenderThread","TextureOp",15.487000,0.005000,4
0,"first-second","RenderThread","frameTimelineInfo(frameNumber=93, vsyncId=12763990, inputEventId=0x0)",15.530000,0.005000,2
0,"first-second","RenderThread","dispatchSetFrameTimelineInfo",15.531000,0.004000,3
0,"first-second","RenderThread","setFrameTimelineInfo(VRI[MainActivity]#0) frameNumber: 93 vsyncId: 12763990",15.533000,0.001000,4
0,"first-second","RenderThread","eglSwapBuffersWithDamageKHR",15.539000,10.038000,2
0,"first-second","RenderThread","setSurfaceDamage",15.543000,0.001000,3
0,"first-second","RenderThread","queueBuffer",15.866000,0.280000,3
0,"first-second","RenderThread","applyGrallocMetadataLocked",15.872000,0.004000,4
0,"first-second","RenderThread","queueBuffer",15.876000,0.239000,4
0,"first-second","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 1",15.877000,0.000000,5
0,"first-second","RenderThread","addAndGetFrameTimestamps",15.882000,0.014000,5
0,"first-second","RenderThread","onFrameAvailable - VRI[MainActivity]#0(f:0,a:2)",15.898000,0.217000,5
0,"first-second","RenderThread","acquireBuffer",15.902000,0.003000,6
0,"first-second","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 1",15.903000,0.000000,7
0,"first-second","RenderThread","acquireNextBufferLocked - VRI[MainActivity]#0(f:0,a:2)frame=93",15.906000,0.207000,6
0,"first-second","RenderThread","Transaction::setFrameTimelineInfo frameNumber: 93 vsyncId: 12763990",15.921000,0.000000,7
0,"first-second","RenderThread","Trace GPU completion fence 6",16.130000,0.008000,4
0,"first-second","RenderThread","dequeueBuffer - VRI[MainActivity]#0(BLAST Consumer)0",16.148000,9.388000,3
0,"first-second","RenderThread","dequeueBuffer",16.148000,9.375000,4
0,"first-second","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",25.517000,0.001000,5
0,"first-second","RenderThread","addAndGetFrameTimestamps",25.521000,0.002000,5
0,"first-second","RenderThread","Trace HWC release fence 6",25.529000,0.003000,4
0,"first-second","RenderThread","reportMetricsWithPresentTime",25.583000,0.031000,2
0,"first-second","RenderThread","getFrameTimestamps",25.584000,0.001000,3
0,"first-second","RenderThread","dumpingMemoryStatistics",25.617000,0.027000,2
0,"first-second","RenderThread","notifyFramePending",25.656000,0.001000,0
0,"first-second","RenderThread","DrawFrames 12763997",25.658000,4.644000,0
0,"first-second","RenderThread","query",25.660000,0.002000,1
0,"first-second","RenderThread","query",25.660000,0.001000,2
0,"first-second","RenderThread","query",25.662000,0.001000,1
0,"first-second","RenderThread","query",25.662000,0.001000,2
0,"first-second","RenderThread","syncFrameState",25.664000,0.468000,1
0,"first-second","RenderThread","prepareTree",25.714000,0.416000,2
0,"first-second","RenderThread","eglBeginFrame",26.141000,0.001000,1
0,"first-second","RenderThread","Drawing  0.00  0.00 720.00 1600.00",26.146000,4.156000,1
0,"first-second","RenderThread","drawLayer [ReactViewGroup] 720.0 x 1600.0",26.162000,0.150000,2
0,"first-second","RenderThread","flush layers",26.313000,3.988000,2
0,"first-second","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",26.337000,0.030000,3
0,"first-second","RenderThread","Clear",26.338000,0.000000,4
0,"first-second","RenderThread","AtlasTextOp",26.339000,0.009000,4
0,"first-second","RenderThread","TextureOp",26.349000,0.002000,4
0,"first-second","RenderThread","TextureOp",26.351000,0.001000,4
0,"first-second","RenderThread","TextureOp",26.352000,0.001000,4
0,"first-second","RenderThread","TextureOp",26.353000,0.001000,4
0,"first-second","RenderThread","TextureOp",26.354000,0.001000,4
0,"first-second","RenderThread","CircularRRectOp",26.355000,0.003000,4
0,"first-second","RenderThread","CircularRRectOp",26.358000,0.001000,4
0,"first-second","RenderThread","CircularRRectOp",26.360000,0.001000,4
0,"first-second","RenderThread","AtlasTextOp",26.361000,0.001000,4
0,"first-second","RenderThread","FillRectOp",26.362000,0.002000,4
0,"first-second","RenderThread","TextureOp",26.365000,0.001000,4
0,"first-second","oelseisfree.app","Choreographer#onVsync 12764005",29.902000,0.007000,0
0,"first-second","oelseisfree.app","Choreographer#doFrame 12764005",30.007000,0.295000,0
0,"first-second","oelseisfree.app","animation",30.011000,0.291000,1
0,"first-second","oelseisfree.app","Choreographer#scheduleVsyncLocked",30.044000,0.041000,2
0,"first200","RenderThread","DrawFrames 12763990",0.000000,25.646000,0
0,"first200","RenderThread","Drawing  0.00  0.00 720.00 1600.00",0.000000,25.644000,1
0,"first200","oelseisfree.app","Choreographer#doFrame 12763997",0.000000,29.859000,0
0,"first200","oelseisfree.app","animation",0.000000,9.389000,1
0,"first200","RenderThread","flush commands",0.863000,14.651000,2
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",0.875000,0.034000,3
0,"first200","RenderThread","Clear",0.877000,0.000000,4
0,"first200","RenderThread","AtlasTextOp",0.878000,0.009000,4
0,"first200","RenderThread","TextureOp",0.888000,0.002000,4
0,"first200","RenderThread","TextureOp",0.890000,0.001000,4
0,"first200","RenderThread","TextureOp",0.891000,0.001000,4
0,"first200","RenderThread","TextureOp",0.892000,0.001000,4
0,"first200","RenderThread","TextureOp",0.893000,0.001000,4
0,"first200","RenderThread","TextureOp",0.894000,0.001000,4
0,"first200","RenderThread","CircularRRectOp",0.895000,0.002000,4
0,"first200","RenderThread","CircularRRectOp",0.898000,0.001000,4
0,"first200","RenderThread","CircularRRectOp",0.899000,0.001000,4
0,"first200","RenderThread","AtlasTextOp",0.900000,0.001000,4
0,"first200","RenderThread","FillRectOp",0.902000,0.005000,4
0,"first200","RenderThread","TextureOp",0.907000,0.001000,4
0,"first200","RenderThread","TextureOp",0.909000,0.001000,4
0,"first200","oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",6.474000,2.677000,2
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountViews",6.489000,2.659000,3
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountInstructions::UPDATE_PROPS numInstructions=10",6.499000,2.644000,4
0,"first200","oelseisfree.app","BatchEventDispatchedListeners",9.359000,0.020000,2
0,"first200","oelseisfree.app","traversal",9.395000,20.458000,1
0,"first200","oelseisfree.app","draw-VRI[MainActivity]",9.484000,20.360000,2
0,"first200","oelseisfree.app","Record View#draw()",9.494000,0.195000,3
0,"first200","oelseisfree.app","postAndWait",9.693000,20.147000,3
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",14.692000,0.801000,3
0,"first200","RenderThread","Clear",14.705000,0.004000,4
0,"first200","RenderThread","AtlasTextOp",14.710000,0.062000,4
0,"first200","RenderThread","TextureOp",14.776000,0.025000,4
0,"first200","RenderThread","TextureOp",14.802000,0.002000,4
0,"first200","RenderThread","TextureOp",14.810000,0.242000,4
0,"first200","RenderThread","TextureOp",15.242000,0.192000,4
0,"first200","RenderThread","TextureOp",15.435000,0.002000,4
0,"first200","RenderThread","TextureOp",15.438000,0.003000,4
0,"first200","RenderThread","CircularRRectOp",15.442000,0.012000,4
0,"first200","RenderThread","CircularRRectOp",15.455000,0.006000,4
0,"first200","RenderThread","CircularRRectOp",15.461000,0.002000,4
0,"first200","RenderThread","AtlasTextOp",15.463000,0.006000,4
0,"first200","RenderThread","FillRectOp",15.471000,0.006000,4
0,"first200","RenderThread","TextureOp",15.477000,0.010000,4
0,"first200","RenderThread","TextureOp",15.487000,0.005000,4
0,"first200","RenderThread","frameTimelineInfo(frameNumber=93, vsyncId=12763990, inputEventId=0x0)",15.530000,0.005000,2
0,"first200","RenderThread","dispatchSetFrameTimelineInfo",15.531000,0.004000,3
0,"first200","RenderThread","setFrameTimelineInfo(VRI[MainActivity]#0) frameNumber: 93 vsyncId: 12763990",15.533000,0.001000,4
0,"first200","RenderThread","eglSwapBuffersWithDamageKHR",15.539000,10.038000,2
0,"first200","RenderThread","setSurfaceDamage",15.543000,0.001000,3
0,"first200","RenderThread","queueBuffer",15.866000,0.280000,3
0,"first200","RenderThread","applyGrallocMetadataLocked",15.872000,0.004000,4
0,"first200","RenderThread","queueBuffer",15.876000,0.239000,4
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 1",15.877000,0.000000,5
0,"first200","RenderThread","addAndGetFrameTimestamps",15.882000,0.014000,5
0,"first200","RenderThread","onFrameAvailable - VRI[MainActivity]#0(f:0,a:2)",15.898000,0.217000,5
0,"first200","RenderThread","acquireBuffer",15.902000,0.003000,6
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 1",15.903000,0.000000,7
0,"first200","RenderThread","acquireNextBufferLocked - VRI[MainActivity]#0(f:0,a:2)frame=93",15.906000,0.207000,6
0,"first200","RenderThread","Transaction::setFrameTimelineInfo frameNumber: 93 vsyncId: 12763990",15.921000,0.000000,7
0,"first200","RenderThread","Trace GPU completion fence 6",16.130000,0.008000,4
0,"first200","RenderThread","dequeueBuffer - VRI[MainActivity]#0(BLAST Consumer)0",16.148000,9.388000,3
0,"first200","RenderThread","dequeueBuffer",16.148000,9.375000,4
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",25.517000,0.001000,5
0,"first200","RenderThread","addAndGetFrameTimestamps",25.521000,0.002000,5
0,"first200","RenderThread","Trace HWC release fence 6",25.529000,0.003000,4
0,"first200","RenderThread","reportMetricsWithPresentTime",25.583000,0.031000,2
0,"first200","RenderThread","getFrameTimestamps",25.584000,0.001000,3
0,"first200","RenderThread","dumpingMemoryStatistics",25.617000,0.027000,2
0,"first200","RenderThread","notifyFramePending",25.656000,0.001000,0
0,"first200","RenderThread","DrawFrames 12763997",25.658000,71.744000,0
0,"first200","RenderThread","query",25.660000,0.002000,1
0,"first200","RenderThread","query",25.660000,0.001000,2
0,"first200","RenderThread","query",25.662000,0.001000,1
0,"first200","RenderThread","query",25.662000,0.001000,2
0,"first200","RenderThread","syncFrameState",25.664000,0.468000,1
0,"first200","RenderThread","prepareTree",25.714000,0.416000,2
0,"first200","RenderThread","eglBeginFrame",26.141000,0.001000,1
0,"first200","RenderThread","Drawing  0.00  0.00 720.00 1600.00",26.146000,71.255000,1
0,"first200","RenderThread","drawLayer [ReactViewGroup] 720.0 x 1600.0",26.162000,0.150000,2
0,"first200","RenderThread","flush layers",26.313000,11.163000,2
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",26.337000,0.030000,3
0,"first200","RenderThread","Clear",26.338000,0.000000,4
0,"first200","RenderThread","AtlasTextOp",26.339000,0.009000,4
0,"first200","RenderThread","TextureOp",26.349000,0.002000,4
0,"first200","RenderThread","TextureOp",26.351000,0.001000,4
0,"first200","RenderThread","TextureOp",26.352000,0.001000,4
0,"first200","RenderThread","TextureOp",26.353000,0.001000,4
0,"first200","RenderThread","TextureOp",26.354000,0.001000,4
0,"first200","RenderThread","CircularRRectOp",26.355000,0.003000,4
0,"first200","RenderThread","CircularRRectOp",26.358000,0.001000,4
0,"first200","RenderThread","CircularRRectOp",26.360000,0.001000,4
0,"first200","RenderThread","AtlasTextOp",26.361000,0.001000,4
0,"first200","RenderThread","FillRectOp",26.362000,0.002000,4
0,"first200","RenderThread","TextureOp",26.365000,0.001000,4
0,"first200","oelseisfree.app","Choreographer#onVsync 12764005",29.902000,0.007000,0
0,"first200","oelseisfree.app","Choreographer#doFrame 12764005",30.007000,81.085000,0
0,"first200","oelseisfree.app","animation",30.011000,2.588000,1
0,"first200","oelseisfree.app","Choreographer#scheduleVsyncLocked",30.044000,0.041000,2
0,"first200","oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",31.005000,1.521000,2
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountViews",31.017000,1.508000,3
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountInstructions::UPDATE_PROPS numInstructions=6",31.028000,1.494000,4
0,"first200","oelseisfree.app","BatchEventDispatchedListeners",32.594000,0.004000,2
0,"first200","oelseisfree.app","traversal",32.601000,78.475000,1
0,"first200","oelseisfree.app","draw-VRI[MainActivity]",32.668000,78.384000,2
0,"first200","oelseisfree.app","Record View#draw()",32.687000,0.209000,3
0,"first200","oelseisfree.app","postAndWait",32.901000,78.144000,3
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",34.686000,2.773000,3
0,"first200","RenderThread","Clear",34.709000,0.008000,4
0,"first200","RenderThread","AtlasTextOp",34.719000,2.673000,4
0,"first200","RenderThread","TextureOp",37.394000,0.016000,4
0,"first200","RenderThread","TextureOp",37.410000,0.004000,4
0,"first200","RenderThread","TextureOp",37.414000,0.003000,4
0,"first200","RenderThread","TextureOp",37.418000,0.001000,4
0,"first200","RenderThread","TextureOp",37.420000,0.002000,4
0,"first200","RenderThread","CircularRRectOp",37.423000,0.007000,4
0,"first200","RenderThread","CircularRRectOp",37.431000,0.005000,4
0,"first200","RenderThread","CircularRRectOp",37.437000,0.002000,4
0,"first200","RenderThread","AtlasTextOp",37.439000,0.004000,4
0,"first200","RenderThread","FillRectOp",37.444000,0.006000,4
0,"first200","RenderThread","TextureOp",37.450000,0.008000,4
0,"first200","RenderThread","flush commands",38.412000,57.857000,2
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",44.503000,0.018000,3
0,"first200","RenderThread","FillRectOp",44.513000,0.006000,4
0,"first200","RenderThread","FillRectOp",44.519000,0.001000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",44.522000,0.003000,3
0,"first200","RenderThread","FillRectOp",44.522000,0.001000,4
0,"first200","RenderThread","FillRectOp",44.524000,0.001000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",44.525000,0.002000,3
0,"first200","RenderThread","FillRectOp",44.526000,0.001000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",44.528000,0.021000,3
0,"first200","RenderThread","PathStencilCoverOp",44.529000,0.017000,4
0,"first200","RenderThread","FillRectOp",44.547000,0.001000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",44.550000,0.906000,3
0,"first200","RenderThread","TextureOp",44.551000,0.004000,4
0,"first200","RenderThread","FillRRectOp",44.565000,0.881000,4
0,"first200","RenderThread","TextureOp",45.449000,0.003000,4
0,"first200","RenderThread","FillRectOp",45.454000,0.001000,4
0,"first200","RenderThread","driver_compile_shader",46.622000,1.468000,3
0,"first200","RenderThread","driver_compile_shader",48.531000,1.067000,3
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",64.623000,15.501000,3
0,"first200","RenderThread","FillRectOp",64.630000,6.892000,4
0,"first200","RenderThread","shader_compile",64.652000,6.824000,5
0,"first200","RenderThread","ShaderCache::load",64.664000,0.008000,6
0,"first200","RenderThread","cache_miss",65.397000,4.010000,6
0,"first200","RenderThread","driver_compile_shader",65.766000,0.689000,7
0,"first200","RenderThread","driver_compile_shader",66.566000,0.314000,7
0,"first200","RenderThread","driver_link_program",66.886000,2.520000,7
0,"first200","RenderThread","ShaderCache::store",71.431000,0.022000,6
0,"first200","RenderThread","HWUI RAM cache: 22 shaders",71.448000,0.001000,7
0,"first200","RenderThread","FillRectOp",71.524000,8.596000,4
0,"first200","RenderThread","shader_compile",71.529000,8.563000,5
0,"first200","RenderThread","ShaderCache::load",71.531000,0.001000,6
0,"first200","RenderThread","cache_miss",72.891000,6.285000,6
0,"first200","RenderThread","driver_compile_shader",73.127000,0.490000,7
0,"first200","RenderThread","driver_compile_shader",73.659000,0.253000,7
0,"first200","RenderThread","driver_link_program",73.918000,5.257000,7
0,"first200","RenderThread","ShaderCache::store",80.060000,0.004000,6
0,"first200","RenderThread","HWUI RAM cache: 23 shaders",80.062000,0.001000,7
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",80.128000,7.445000,3
0,"first200","RenderThread","FillRectOp",80.136000,7.408000,4
0,"first200","RenderThread","shader_compile",80.142000,7.371000,5
0,"first200","RenderThread","ShaderCache::load",80.144000,0.001000,6
0,"first200","RenderThread","cache_miss",82.772000,3.381000,6
0,"first200","RenderThread","driver_compile_shader",83.079000,0.722000,7
0,"first200","RenderThread","driver_compile_shader",83.848000,0.522000,7
0,"first200","RenderThread","driver_link_program",84.377000,1.775000,7
0,"first200","RenderThread","ShaderCache::store",87.484000,0.004000,6
0,"first200","RenderThread","HWUI RAM cache: 24 shaders",87.486000,0.001000,7
0,"first200","RenderThread","FillRectOp",87.550000,0.021000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",87.577000,4.326000,3
0,"first200","RenderThread","FillRectOp",87.585000,4.316000,4
0,"first200","RenderThread","shader_compile",87.588000,4.285000,5
0,"first200","RenderThread","ShaderCache::load",87.592000,0.001000,6
0,"first200","RenderThread","cache_miss",88.142000,3.101000,6
0,"first200","RenderThread","driver_compile_shader",88.281000,0.426000,7
0,"first200","RenderThread","driver_compile_shader",88.751000,0.265000,7
0,"first200","RenderThread","driver_link_program",89.023000,2.219000,7
0,"first200","RenderThread","ShaderCache::store",91.855000,0.003000,6
0,"first200","RenderThread","HWUI RAM cache: 25 shaders",91.857000,0.001000,7
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",91.905000,0.045000,3
0,"first200","RenderThread","PathStencilCoverOp",91.910000,0.027000,4
0,"first200","RenderThread","FillRectOp",91.943000,0.008000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",91.954000,4.269000,3
0,"first200","RenderThread","TextureOp",91.957000,0.008000,4
0,"first200","RenderThread","FillRRectOp",91.965000,4.227000,4
0,"first200","RenderThread","shader_compile",91.967000,4.206000,5
0,"first200","RenderThread","ShaderCache::load",91.969000,0.001000,6
0,"first200","RenderThread","cache_miss",92.380000,3.223000,6
0,"first200","RenderThread","driver_compile_shader",92.489000,0.566000,7
0,"first200","RenderThread","driver_compile_shader",93.292000,0.787000,7
0,"first200","RenderThread","driver_link_program",94.090000,1.513000,7
0,"first200","RenderThread","ShaderCache::store",96.155000,0.003000,6
0,"first200","RenderThread","HWUI RAM cache: 26 shaders",96.156000,0.001000,7
0,"first200","RenderThread","TextureOp",96.194000,0.024000,4
0,"first200","RenderThread","FillRectOp",96.219000,0.004000,4
0,"first200","RenderThread","frameTimelineInfo(frameNumber=94, vsyncId=12763997, inputEventId=0x0)",96.300000,0.007000,2
0,"first200","RenderThread","dispatchSetFrameTimelineInfo",96.302000,0.005000,3
0,"first200","RenderThread","setFrameTimelineInfo(VRI[MainActivity]#0) frameNumber: 94 vsyncId: 12763997",96.305000,0.001000,4
0,"first200","RenderThread","eglSwapBuffersWithDamageKHR",96.312000,1.032000,2
0,"first200","RenderThread","setSurfaceDamage",96.318000,0.002000,3
0,"first200","RenderThread","queueBuffer",96.853000,0.455000,3
0,"first200","RenderThread","applyGrallocMetadataLocked",96.861000,0.006000,4
0,"first200","RenderThread","queueBuffer",96.868000,0.412000,4
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",96.870000,0.000000,5
0,"first200","RenderThread","addAndGetFrameTimestamps",96.875000,0.019000,5
0,"first200","RenderThread","onFrameAvailable - VRI[MainActivity]#0(f:0,a:1)",96.896000,0.383000,5
0,"first200","RenderThread","acquireBuffer",96.899000,0.003000,6
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",96.900000,0.000000,7
0,"first200","RenderThread","acquireNextBufferLocked - VRI[MainActivity]#0(f:0,a:1)frame=94",96.903000,0.375000,6
0,"first200","RenderThread","Transaction::setFrameTimelineInfo frameNumber: 94 vsyncId: 12763997",96.919000,0.000000,7
0,"first200","RenderThread","Trace GPU completion fence 7",97.302000,0.005000,4
0,"first200","RenderThread","dequeueBuffer - VRI[MainActivity]#0(BLAST Consumer)0",97.310000,0.010000,3
0,"first200","RenderThread","dequeueBuffer",97.311000,0.005000,4
0,"first200","RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 2",97.312000,0.001000,5
0,"first200","RenderThread","addAndGetFrameTimestamps",97.314000,0.001000,5
0,"first200","RenderThread","HWC release fence 7 has signaled",97.318000,0.001000,4
0,"first200","RenderThread","reportMetricsWithPresentTime",97.359000,0.031000,2
0,"first200","RenderThread","getFrameTimestamps",97.362000,0.001000,3
0,"first200","RenderThread","dumpingMemoryStatistics",97.392000,0.008000,2
0,"first200","RenderThread","notifyFramePending",97.415000,0.001000,0
0,"first200","RenderThread","DrawFrames 12764005",97.417000,54.566000,0
0,"first200","RenderThread","query",97.419000,0.002000,1
0,"first200","RenderThread","query",97.420000,0.001000,2
0,"first200","RenderThread","query",97.421000,0.001000,1
0,"first200","RenderThread","query",97.422000,0.001000,2
0,"first200","RenderThread","syncFrameState",97.424000,3.359000,1
0,"first200","RenderThread","prepareTree",97.502000,3.279000,2
0,"first200","RenderThread","eglBeginFrame",100.798000,0.001000,1
0,"first200","RenderThread","Drawing  0.00  0.00 720.00 1600.00",100.802000,51.180000,1
0,"first200","RenderThread","flush commands",100.932000,42.367000,2
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",100.944000,0.010000,3
0,"first200","RenderThread","PathStencilCoverOp",100.945000,0.006000,4
0,"first200","RenderThread","FillRectOp",100.952000,0.002000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",100.955000,0.007000,3
0,"first200","RenderThread","TextureOp",100.956000,0.001000,4
0,"first200","RenderThread","FillRRectOp",100.958000,0.002000,4
0,"first200","RenderThread","TextureOp",100.960000,0.001000,4
0,"first200","RenderThread","FillRectOp",100.961000,0.001000,4
0,"first200","oelseisfree.app","Choreographer#onVsync 12764013",111.166000,0.016000,0
0,"first200","oelseisfree.app","Choreographer#doFrame 12764013",111.266000,52.392000,0
0,"first200","oelseisfree.app","Choreographer#doFrame - resynced to 12764018 in 20.2ms",111.295000,52.361000,1
0,"first200","oelseisfree.app","animation",111.298000,1.956000,2
0,"first200","oelseisfree.app","Choreographer#scheduleVsyncLocked",111.359000,0.156000,3
0,"first200","oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",112.564000,0.615000,3
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountViews",112.577000,0.601000,4
0,"first200","oelseisfree.app","IntBufferBatchMountItem::mountInstructions::UPDATE_PROPS numInstructions=6",112.600000,0.575000,5
0,"first200","oelseisfree.app","BatchEventDispatchedListeners",113.241000,0.010000,3
0,"first200","oelseisfree.app","traversal",113.255000,50.394000,2
0,"first200","oelseisfree.app","draw-VRI[MainActivity]",113.310000,50.328000,3
0,"first200","oelseisfree.app","Record View#draw()",113.318000,0.175000,4
0,"first200","oelseisfree.app","postAndWait",113.497000,50.136000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",143.159000,0.076000,3
0,"first200","RenderThread","PathStencilCoverOp",143.174000,0.048000,4
0,"first200","RenderThread","FillRectOp",143.224000,0.011000,4
0,"first200","RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",143.239000,0.045000,3
0,"first200","RenderThread","TextureOp",143.241000,0.013000,4
0,"first200","RenderThread","FillRRectOp",143.256000,0.009000,4
0,"first200","RenderThread","TextureOp",143.265000,0.015000,4
0,"first200","RenderThread","FillRectOp",143.281000,0.003000,4
0,"first200","RenderThread","frameTimelineInfo(frameNumber=95, vsyncId=12764005, inputEventId=0x0)",143.311000,0.004000,2
0,"first200","RenderThread","dispatchSetFrameTimelineInfo",143.312000,0.003000,3
0,"first200","RenderThread","setFrameTimelineInfo(VRI[MainActivity]#0) frameNumber: 95 vsyncId: 12764005",143.314000,0.001000,4
0,"first200","RenderThread","eglSwapBuffersWithDamageKHR",143.319000,8.618000,2
