"id","ts","clock_id","clock_name","clock_value","snapshot_id","machine_id"
3,54815273279175,1,"REALTIME",1788847915528719316,0,0
4,54815273279175,3,"MONOTONIC",54815273279217,0,0
0,54815273279175,6,"BOOTTIME",54815273279175,0,0
9,54815273375634,1,"REALTIME",1788847915528815774,1,0
10,54815273375634,3,"MONOTONIC",54815273375675,1,0
6,54815273375634,6,"BOOTTIME",54815273375634,1,0
