"name","ts","dur","tid","thread_name","is_main_thread"
"DrawFrames 12180618",53043863077164,84622125,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53043866559164,2681833,16838,"oelseisfree.app",1
"postAndWait",53043869523122,79037167,16838,"oelseisfree.app",1
"DrawFrames 12180626",53043947805122,54538667,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53043949783206,939708,16838,"oelseisfree.app",1
"postAndWait",53043950882039,53378208,16838,"oelseisfree.app",1
"DrawFrames 12180634",53044002359914,57246958,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044014857081,342500,16838,"oelseisfree.app",1
"postAndWait",53044015366747,45104209,16838,"oelseisfree.app",1
"DrawFrames 12180642",53044059620247,61627750,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044061394831,307041,16838,"oelseisfree.app",1
"postAndWait",53044061850122,60287625,16838,"oelseisfree.app",1
"DrawFrames 12180650",53044121264664,64741542,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044126616914,604292,16838,"oelseisfree.app",1
"postAndWait",53044127478622,59360334,16838,"oelseisfree.app",1
"DrawFrames 12180658",53044186018706,71435625,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044201860872,487250,16838,"oelseisfree.app",1
"postAndWait",53044202613956,60341500,16838,"oelseisfree.app",1
"DrawFrames 12180666",53044257469248,65268250,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044345072164,7514709,16838,"oelseisfree.app",1
"postAndWait",53044358569664,5526084,16838,"oelseisfree.app",1
"DrawFrames 12180711",53044358585706,25885792,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044375768748,3137916,16838,"oelseisfree.app",1
"postAndWait",53044381856414,6217875,16838,"oelseisfree.app",1
"DrawFrames 12180719",53044384485331,59864250,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53044992426081,5943292,16838,"oelseisfree.app",1
"postAndWait",53044999385956,818042,16838,"oelseisfree.app",1
"DrawFrames 12180987",53044999554498,2811667,16871,"RenderThread",0
"[ExpoImage] onResourceReady",53045000284665,507416,16838,"oelseisfree.app",1
"IntBufferBatchMountItem::mountViews",53045011688581,733042,16838,"oelseisfree.app",1
"postAndWait",53045012978290,6442208,16838,"oelseisfree.app",1
"DrawFrames 12180995",53045017992373,5376333,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045041484790,2314625,16838,"oelseisfree.app",1
"postAndWait",53045044852040,1382333,16838,"oelseisfree.app",1
"DrawFrames 12181010",53045045315165,2599208,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045061792623,788708,16838,"oelseisfree.app",1
"postAndWait",53045062907581,6862584,16838,"oelseisfree.app",1
"DrawFrames 12181018",53045065061290,10271458,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045075863456,452584,16838,"oelseisfree.app",1
"postAndWait",53045076567415,1299875,16838,"oelseisfree.app",1
"DrawFrames 12181025",53045076723040,71430416,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045093255998,500583,16838,"oelseisfree.app",1
"postAndWait",53045094955998,53759000,16838,"oelseisfree.app",1
"DrawFrames 12181033",53045148167040,68360833,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045152471040,8324875,16838,"oelseisfree.app",1
"postAndWait",53045162882623,55887792,16838,"oelseisfree.app",1
"DrawFrames 12181040",53045216560165,65577083,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045234241206,1756542,16838,"oelseisfree.app",1
"postAndWait",53045242007581,53249500,16838,"oelseisfree.app",1
"DrawFrames 12181048",53045282153331,51911375,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045298004998,554250,16838,"oelseisfree.app",1
"postAndWait",53045299313415,37048958,16838,"oelseisfree.app",1
"DrawFrames 12181056",53045334085915,91626791,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045337613831,595167,16838,"oelseisfree.app",1
"postAndWait",53045338543331,88888000,16838,"oelseisfree.app",1
"DrawFrames 12181064",53045425728831,16375875,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045430627748,598708,16838,"oelseisfree.app",1
"postAndWait",53045431700581,11084792,16838,"oelseisfree.app",1
"DrawFrames 12181072",53045442138415,18092000,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045445064248,2034833,16838,"oelseisfree.app",1
"postAndWait",53045447397290,15902416,16838,"oelseisfree.app",1
"DrawFrames 12181080",53045460264206,17440125,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045544927331,11476375,16838,"oelseisfree.app",1
"postAndWait",53045559381165,7721500,16838,"oelseisfree.app",1
"DrawFrames 12181125",53045561224165,12220333,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045567867248,1107917,16838,"oelseisfree.app",1
"postAndWait",53045594144081,1045417,16838,"oelseisfree.app",1
"DrawFrames 12181132",53045594253206,23581584,16871,"RenderThread",0
"IntBufferBatchMountItem::mountViews",53045732701540,1046792,16838,"oelseisfree.app",1
"postAndWait",53045734046582,3223875,16838,"oelseisfree.app",1
"DrawFrames 12181245",53045735253332,5347125,16871,"RenderThread",0
