"cycle","label","tid","thread","name","ts","dur","depth","offset_ms","overlap_ms"
0,"opening",16838,"oelseisfree.app","dispatchInputEvent MotionEvent ACTION_DOWN deviceId=-1 source=0x1002 historySize=0",53012986417983,57164166,0,0.000000,0.582000
0,"opening",16838,"oelseisfree.app","deliverInputEvent src=0x1002 eventTimeNano=53012974000000 id=0xf559370f",53012986569191,57011333,1,0.000000,0.581000
0,"opening",16838,"oelseisfree.app","ViewPostImeInputStage id=0xf559370f",53012991073316,52395250,2,0.000000,0.469000
0,"opening",16871,"RenderThread","notifyFramePending",53013039902774,5808709,0,0.000000,2.712000
0,"opening",16838,"oelseisfree.app","ViewRootImpl#setFrameRateCategory high hint, reason touch, -",53013041541399,1926000,3,0.000000,0.467000
0,"opening",16838,"oelseisfree.app","sendMessage(inputChannel=5b44d0d com.whoelseisfree.app/com.whoelseisfree.app.MainActivity, seq=0x1ece, type=FINISHED)",53013043520233,52041,2,0.520000,0.052000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169240",53013043641649,12625,0,0.642000,0.013000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169240",53013043668024,12911625,0,0.668000,12.912000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame - resynced to 12169244 in 30.6ms",53013043776191,12803000,1,0.776000,12.803000
0,"opening",16838,"oelseisfree.app","animation",53013043780941,991417,2,0.781000,0.991000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013044317816,94500,3,1.318000,0.095000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013044459858,309291,3,1.460000,0.309000
0,"opening",16838,"oelseisfree.app","traversal",53013044786983,11788416,2,1.787000,11.788000
0,"opening",16838,"oelseisfree.app","draw-VRI[MainActivity]",53013045169566,11380958,3,2.170000,11.381000
0,"opening",16838,"oelseisfree.app","Record View#draw()",53013045231066,347792,4,2.231000,0.348000
0,"opening",16838,"oelseisfree.app","postAndWait",53013045591941,10953708,4,2.592000,10.954000
0,"opening",16871,"RenderThread","DrawFrames 12169240",53013045843233,35159708,0,2.843000,35.160000
0,"opening",16871,"RenderThread","query",53013045898441,9458,1,2.899000,0.009000
0,"opening",16871,"RenderThread","query",53013045906524,917,2,2.907000,0.001000
0,"opening",16871,"RenderThread","query",53013045908733,1416,1,2.909000,0.001000
0,"opening",16871,"RenderThread","query",53013045909233,458,2,2.909000,0.000000
0,"opening",16871,"RenderThread","syncFrameState",53013045911191,7913875,1,2.911000,7.914000
0,"opening",16871,"RenderThread","prepareTree",53013047257899,6559292,2,4.258000,6.559000
0,"opening",16871,"RenderThread","eglBeginFrame",53013053974066,917,1,10.974000,0.001000
0,"opening",16871,"RenderThread","Drawing  0.00  0.00 720.00 1600.00",53013053979983,27021250,1,10.980000,27.021000
0,"opening",16838,"oelseisfree.app","receiveMessage(inputChannel=5b44d0d com.whoelseisfree.app/com.whoelseisfree.app.MainActivity, seq=0x1ed0, type=MOTION)",53013056608649,667,0,13.609000,0.001000
0,"opening",16880,"mqt_v_js","Lcom/facebook/react/fabric/FabricUIManager$4;",53013056883983,145708,0,13.884000,0.146000
0,"opening",16838,"oelseisfree.app","dispatchInputEvent MotionEvent ACTION_UP deviceId=-1 source=0x1002 historySize=0",53013056955358,1920375,0,13.955000,1.920000
0,"opening",16838,"oelseisfree.app","processInputEventForCompatibility",53013056958733,5583,1,13.959000,0.006000
0,"opening",16838,"oelseisfree.app","deliverInputEvent src=0x1002 eventTimeNano=53013043000000 id=0xcb353720",53013056977399,1897584,1,13.977000,1.898000
0,"opening",16838,"oelseisfree.app","EarlyPostImeInputStage id=0xcb353720",53013056980233,3041,2,13.980000,0.003000
0,"opening",16838,"oelseisfree.app","NativePostImeInputStage id=0xcb353720",53013056984524,834,2,13.985000,0.001000
0,"opening",16838,"oelseisfree.app","ViewPostImeInputStage id=0xcb353720",53013056986608,1808875,2,13.987000,1.809000
0,"opening",16838,"oelseisfree.app","TouchesHelper.sentTouchEventModern(topTouchEnd)",53013057502399,86584,3,14.502000,0.087000
0,"opening",16838,"oelseisfree.app","FabricEventEmitter.receiveEvent('topTouchEnd')",53013057568858,19125,4,14.569000,0.019000
0,"opening",16838,"oelseisfree.app","View#onTouchEvent",53013058742399,1500,3,15.742000,0.002000
0,"opening",16838,"oelseisfree.app","sendMessage(inputChannel=5b44d0d com.whoelseisfree.app/com.whoelseisfree.app.MainActivity, seq=0x1ed0, type=FINISHED)",53013058805483,64958,2,15.806000,0.065000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169248",53013058899233,5416,0,15.899000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169248",53013058910108,4884041,0,15.910000,4.884000
0,"opening",16838,"oelseisfree.app","animation",53013058913649,4875500,1,15.914000,4.875000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",53013059193274,282250,2,16.193000,0.282000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013059526608,4138041,2,16.527000,4.138000
0,"opening",16871,"RenderThread","flush commands",53013061469483,4376000,2,18.470000,4.376000
0,"opening",16871,"RenderThread","auto skgpu::ganesh::OpsTask::onPrepare(GrOpFlushState *)::(anonymous class)::operator()() const",53013061698983,518541,3,18.699000,0.519000
0,"opening",16871,"RenderThread","Clear",53013061700733,500,4,18.701000,0.001000
0,"opening",16871,"RenderThread","AtlasTextOp",53013061702233,403000,4,18.702000,0.403000
0,"opening",16871,"RenderThread","TextureOp",53013062110108,21041,4,19.110000,0.021000
0,"opening",16871,"RenderThread","TextureOp",53013062131941,833,4,19.132000,0.001000
0,"opening",16871,"RenderThread","TextureOp",53013062133316,792,4,19.133000,0.001000
0,"opening",16871,"RenderThread","TextureOp",53013062134608,958,4,19.135000,0.001000
0,"opening",16871,"RenderThread","TextureOp",53013062136483,791,4,19.137000,0.001000
0,"opening",16871,"RenderThread","TextureOp",53013062137774,625,4,19.138000,0.001000
0,"opening",16871,"RenderThread","CircularRRectOp",53013062139774,39709,4,19.140000,0.040000
0,"opening",16871,"RenderThread","CircularRRectOp",53013062180524,1292,4,19.181000,0.001000
0,"opening",16871,"RenderThread","CircularRRectOp",53013062182399,792,4,19.182000,0.001000
0,"opening",16871,"RenderThread","AtlasTextOp",53013062184149,27042,4,19.184000,0.027000
0,"opening",16871,"RenderThread","FillRectOp",53013062212358,2333,4,19.212000,0.002000
0,"opening",16871,"RenderThread","TextureOp",53013062215274,1625,4,19.215000,0.002000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013063716774,68834,2,20.717000,0.069000
0,"opening",16871,"RenderThread","auto skgpu::ganesh::OpsTask::onExecute(GrOpFlushState *)::(anonymous class)::operator()() const",53013064622524,1077792,3,21.623000,1.078000
0,"opening",16871,"RenderThread","Clear",53013064735941,59625,4,21.736000,0.060000
0,"opening",16871,"RenderThread","AtlasTextOp",53013064796733,606500,4,21.797000,0.607000
0,"opening",16880,"mqt_v_js","Lcom/facebook/react/fabric/FabricUIManager$5;",53013064952358,29583,0,21.952000,0.030000
0,"opening",16871,"RenderThread","TextureOp",53013065404774,70459,4,22.405000,0.070000
0,"opening",16871,"RenderThread","TextureOp",53013065476274,6084,4,22.476000,0.006000
0,"opening",16871,"RenderThread","TextureOp",53013065483316,16917,4,22.483000,0.017000
0,"opening",16871,"RenderThread","TextureOp",53013065501191,7417,4,22.501000,0.007000
0,"opening",16871,"RenderThread","TextureOp",53013065509483,1625,4,22.510000,0.002000
0,"opening",16871,"RenderThread","TextureOp",53013065511649,1750,4,22.512000,0.002000
0,"opening",16871,"RenderThread","CircularRRectOp",53013065514149,15792,4,22.514000,0.016000
0,"opening",16871,"RenderThread","CircularRRectOp",53013065531024,35750,4,22.531000,0.036000
0,"opening",16871,"RenderThread","CircularRRectOp",53013065567858,2458,4,22.568000,0.002000
0,"opening",16871,"RenderThread","AtlasTextOp",53013065570858,37666,4,22.571000,0.038000
0,"opening",16871,"RenderThread","FillRectOp",53013065609733,28208,4,22.610000,0.028000
0,"opening",16871,"RenderThread","TextureOp",53013065638983,60083,4,22.639000,0.060000
0,"opening",16881,"mqt_v_native","monitor contention with owner mqt_v_js (16880) at boolean android.os.MessageQueue.enqueueMessageLegacy(android.os.Message, long)(MessageQueue.java:1285) waiters=0 blocking from android.os.Message android.os.MessageQueue.nextLegacy()(MessageQueue.java:915)",53013065651524,789459,0,22.652000,0.789000
0,"opening",16881,"mqt_v_native","Lock contention on a monitor lock (owner tid: 16880)",53013065661108,777666,1,22.661000,0.778000
0,"opening",16871,"RenderThread","frameTimelineInfo(frameNumber=67, vsyncId=12169240, inputEventId=0xf559370f)",53013066117524,72334,2,23.118000,0.072000
0,"opening",16871,"RenderThread","dispatchSetFrameTimelineInfo",53013066120983,68083,3,23.121000,0.068000
0,"opening",16871,"RenderThread","setFrameTimelineInfo(VRI[MainActivity]#0) frameNumber: 67 vsyncId: 12169240",53013066172941,15292,4,23.173000,0.015000
0,"opening",16871,"RenderThread","eglSwapBuffersWithDamageKHR",53013066208191,14224375,2,23.208000,14.224000
0,"opening",16871,"RenderThread","setSurfaceDamage",53013066222941,1583,3,23.223000,0.002000
0,"opening",16880,"mqt_v_js","[ExpoModulesCore] ExpoHaptics.jsObject",53013067393816,20583208,0,24.394000,20.583000
0,"opening",16880,"mqt_v_js","[ExpoModulesCore] Exporting constants",53013067672899,176584,1,24.673000,0.177000
0,"opening",16880,"mqt_v_js","[ExpoModulesCore] Attaching functions",53013067851191,19957333,1,24.851000,19.957000
0,"opening",16871,"RenderThread","queueBuffer",53013070238274,9900000,3,27.238000,9.900000
0,"opening",16871,"RenderThread","applyGrallocMetadataLocked",53013070678691,137750,4,27.679000,0.138000
0,"opening",16871,"RenderThread","queueBuffer",53013070842941,2182417,4,27.843000,2.182000
0,"opening",16871,"RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",53013070870941,792,5,27.871000,0.001000
0,"opening",16871,"RenderThread","addAndGetFrameTimestamps",53013071026691,182333,5,28.027000,0.182000
0,"opening",16871,"RenderThread","onFrameAvailable - VRI[MainActivity]#0(f:0,a:1)",53013071242066,1782208,5,28.242000,1.782000
0,"opening",16871,"RenderThread","acquireBuffer",53013071460566,17917,6,28.461000,0.018000
0,"opening",16871,"RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 0",53013071462983,541,7,28.463000,0.001000
0,"opening",16871,"RenderThread","acquireNextBufferLocked - VRI[MainActivity]#0(f:0,a:1)frame=67",53013071482274,1540792,6,28.482000,1.541000
0,"opening",16871,"RenderThread","Transaction::setFrameTimelineInfo frameNumber: 67 vsyncId: 12169240",53013071675316,0,7,28.675000,0.000000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169256",53013074603858,30458,0,31.604000,0.030000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169256",53013074658608,201083,0,31.659000,0.201000
0,"opening",16838,"oelseisfree.app","animation",53013074669733,188000,1,31.670000,0.188000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",53013074725399,15917,2,31.725000,0.016000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013074774233,45291,2,31.774000,0.045000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013074849566,6500,2,31.850000,0.006000
0,"opening",16871,"RenderThread","Trace GPU completion fence 0",53013080124108,11541,4,37.124000,0.012000
0,"opening",16871,"RenderThread","getConsumerName",53013080145274,1042,3,37.145000,0.001000
0,"opening",16871,"RenderThread","dequeueBuffer - VRI[MainActivity]#0(BLAST Consumer)0",53013080149608,204375,3,37.150000,0.204000
0,"opening",16871,"RenderThread","dequeueBuffer",53013080164024,26375,4,37.164000,0.026000
0,"opening",16871,"RenderThread","VRI[MainActivity]#0(BLAST Consumer)0: 2",53013080179816,500,5,37.180000,0.001000
0,"opening",16871,"RenderThread","addAndGetFrameTimestamps",53013080183899,6042,5,37.184000,0.006000
0,"opening",16871,"RenderThread","HWC release fence 0 has signaled",53013080339941,750,4,37.340000,0.001000
0,"opening",16871,"RenderThread","reportMetricsWithPresentTime",53013080442858,383500,2,37.443000,0.384000
0,"opening",16871,"RenderThread","getFrameTimestamps",53013080444024,18375,3,37.444000,0.018000
0,"opening",16838,"oelseisfree.app","monitor contention with owner RenderThread (16871) at boolean android.os.MessageQueue.enqueueMessageLegacy(android.os.Message, long)(MessageQueue.java:1285) waiters=0 blocking from android.os.Message android.os.MessageQueue.nextLegacy()(MessageQueue.java:915)",53013080745233,42791,0,37.745000,0.043000
0,"opening",16838,"oelseisfree.app","Lock contention on a monitor lock (owner tid: 16871)",53013080749524,36917,1,37.750000,0.037000
0,"opening",16871,"RenderThread","dumpingMemoryStatistics",53013080829399,171375,2,37.829000,0.171000
0,"opening",16982,"GPU completion","waiting for GPU completion 0",53013081353649,26185167,0,38.354000,26.185000
0,"opening",16982,"GPU completion","waitForever",53013081373191,26164417,1,38.373000,26.164000
0,"opening",16880,"mqt_v_js","[ExpoModulesCore] Attaching properties",53013087814566,5542,1,44.815000,0.006000
0,"opening",16880,"mqt_v_js","[ExpoModulesCore] Attaching classes",53013087940774,3542,1,44.941000,0.004000
0,"opening",16889,"ncFunctionQueue","monitor contention with owner mqt_v_js (16880) at boolean android.os.MessageQueue.enqueueMessageLegacy(android.os.Message, long)(MessageQueue.java:1285) waiters=0 blocking from android.os.Message android.os.MessageQueue.nextLegacy()(MessageQueue.java:915)",53013089778941,47333,0,46.779000,0.047000
0,"opening",16889,"ncFunctionQueue","Lock contention on a monitor lock (owner tid: 16880)",53013089801108,23625,1,46.801000,0.024000
0,"opening",16889,"ncFunctionQueue","Lexpo/modules/haptics/arguments/HapticsImpactType;",53013090005108,51916,0,47.005000,0.052000
0,"opening",16889,"ncFunctionQueue","Lexpo/modules/haptics/arguments/HapticsVibrationType;",53013090077816,48375,0,47.078000,0.048000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169263",53013091846566,477417,0,48.847000,0.477000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169263",53013092365691,271542,0,49.366000,0.272000
0,"opening",16838,"oelseisfree.app","animation",53013092379774,255334,1,49.380000,0.255000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013092465733,73041,2,49.466000,0.073000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013092574983,44083,2,49.575000,0.044000
0,"opening",16849,"binder:16838_3","releaseBufferCallback - VRI[MainActivity]#0(f:0,a:2)",53013114522399,182125,0,71.522000,0.182000
0,"opening",16849,"binder:16838_3","releaseBufferCallbackLocked",53013114524566,179125,1,71.525000,0.179000
0,"opening",16849,"binder:16838_3","releaseBuffer - VRI[MainActivity]#0(f:0,a:1)frame=66",53013114545149,156375,2,71.545000,0.156000
0,"opening",16849,"binder:16838_3","wait",53013114560733,8958,3,71.561000,0.009000
0,"opening",16849,"binder:16838_3","wait",53013114570566,1958,3,71.571000,0.002000
0,"opening",16849,"binder:16838_3","releaseBuffer",53013114575316,123958,3,71.575000,0.124000
0,"opening",16849,"binder:16838_3","VRI[MainActivity]#0(BLAST Consumer)0: 1",53013114577399,459,4,71.577000,0.000000
0,"opening",16849,"binder:16838_3","transactionCallback - VRI[MainActivity]#0(f:0,a:1)",53013114723399,4709,0,71.723000,0.005000
0,"opening",16849,"binder:16838_3","setTransformHint",53013114725649,667,1,71.726000,0.001000
0,"opening",16849,"binder:16838_3","waitForever",53013114732191,2583,0,71.732000,0.003000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::mountViews mountItems to execute",53013119555858,697458,0,76.556000,0.697000
0,"opening",16838,"oelseisfree.app","IntBufferBatchMountItem::mountViews",53013119590483,659833,1,76.591000,0.660000
0,"opening",16838,"oelseisfree.app","IntBufferBatchMountItem::mountInstructions::UPDATE_PROPS numInstructions=1",53013119678649,563917,2,76.679000,0.564000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169270",53013120531649,15042,0,77.532000,0.015000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169270",53013120592274,142292,0,77.592000,0.142000
0,"opening",16838,"oelseisfree.app","animation",53013120603941,128750,1,77.604000,0.129000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013120637274,64542,2,77.637000,0.065000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013120724233,6250,2,77.724000,0.006000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169277",53013124598191,17708,0,81.598000,0.018000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169277",53013124628983,112375,0,81.629000,0.112000
0,"opening",16838,"oelseisfree.app","animation",53013124633691,106083,1,81.634000,0.106000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013124664608,56625,2,81.665000,0.057000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013124732941,5125,2,81.733000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169284",53013141299983,20166,0,98.300000,0.020000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169284",53013141330191,160833,0,98.330000,0.161000
0,"opening",16838,"oelseisfree.app","animation",53013141334608,155333,1,98.335000,0.155000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013141372358,51166,2,98.372000,0.051000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013141482774,5000,2,98.483000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169291",53013158016441,19750,0,115.017000,0.020000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169291",53013158047108,398041,0,115.047000,0.398000
0,"opening",16838,"oelseisfree.app","animation",53013158052649,385375,1,115.053000,0.385000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013158095566,291833,2,115.096000,0.292000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013158414483,17875,2,115.415000,0.018000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169298",53013175768441,27917,0,132.769000,0.028000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169298",53013175812524,1451292,0,132.813000,1.451000
0,"opening",16838,"oelseisfree.app","animation",53013175817899,1440667,1,132.818000,1.441000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013176177899,521167,2,133.178000,0.521000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013176214316,370708,3,133.214000,0.371000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013176600608,94916,3,133.601000,0.095000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013176717691,505167,2,133.718000,0.505000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013177244024,11000,2,134.244000,0.011000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169305",53013191400691,19208,0,148.401000,0.019000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169305",53013191430441,7733833,0,148.431000,7.734000
0,"opening",16838,"oelseisfree.app","animation",53013191434774,7726584,1,148.435000,7.727000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013191648399,7353500,2,148.648000,7.354000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013191666399,803000,3,148.666000,0.803000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGPath)",53013192481691,799125,3,149.482000,0.799000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGGroup)",53013193290441,102708,3,150.291000,0.103000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGSvgViewAndroid)",53013193400066,190167,3,150.400000,0.190000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013193596691,379042,3,150.597000,0.379000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013193993358,68750,3,150.993000,0.069000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGPath)",53013194076733,148458,3,151.077000,0.148000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGGroup)",53013194230858,45375,3,151.231000,0.045000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RNSVGSvgViewAndroid)",53013194281649,56334,3,151.282000,0.056000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013194348941,119625,3,151.349000,0.120000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(ViewManagerAdapter_ExpoImage)",53013194473941,2383917,3,151.474000,2.384000
0,"opening",16838,"oelseisfree.app","[ExpoImage] rerenderIfNeeded(shouldRerenderBecauseOfResize=false,force=false)",53013196620399,232042,4,153.620000,0.232000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013196873774,143500,3,153.874000,0.143000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013197021566,39083,3,154.022000,0.039000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(ViewManagerAdapter_ExpoImage)",53013197063983,538083,3,154.064000,0.538000
0,"opening",16838,"oelseisfree.app","[ExpoImage] rerenderIfNeeded(shouldRerenderBecauseOfResize=false,force=false)",53013197583149,17250,4,154.583000,0.017000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013197608608,193666,3,154.609000,0.194000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013197808233,27333,3,154.808000,0.027000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013197838483,63666,3,154.839000,0.064000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013197906024,953375,3,154.906000,0.953000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013198869608,129333,3,155.870000,0.129000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013199022024,92667,2,156.022000,0.093000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013199152649,5500,2,156.153000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169312",53013208532441,1555583,0,165.533000,1.556000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169312",53013210119191,10954333,0,167.119000,10.954000
0,"opening",16838,"oelseisfree.app","animation",53013210125899,10944209,1,167.126000,10.944000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013220972024,3834,2,177.972000,0.004000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013220993233,57500,2,177.993000,0.058000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013221062816,4708,2,178.063000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169319",53013224716316,9375,0,181.716000,0.009000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169319",53013224733441,9336167,0,181.734000,9.336000
0,"opening",16838,"oelseisfree.app","animation",53013224736524,9328292,1,181.737000,9.328000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013224960274,8964292,2,181.960000,8.964000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(ViewManagerAdapter_ExpoLinearGradient)",53013224990816,8925375,3,181.991000,8.925000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013233948108,86708,2,190.948000,0.087000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013234055108,6458,2,191.055000,0.006000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169326",53013241571108,15291,0,198.571000,0.015000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169326",53013241595983,8244625,0,198.596000,8.245000
0,"opening",16838,"oelseisfree.app","animation",53013241599983,8238500,1,198.600000,8.239000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013242601358,7131666,2,199.601000,7.132000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013242616316,121083,3,199.616000,0.121000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013242741274,321750,3,199.741000,0.322000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013243279066,295042,3,200.279000,0.295000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013243581233,3238750,3,200.581000,3.239000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013246826441,121875,3,203.827000,0.122000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(ViewManagerAdapter_ExpoLinearGradient)",53013246959691,203250,3,203.960000,0.203000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013247169066,41375,3,204.169000,0.041000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013247218358,1490208,3,204.218000,1.490000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013248715316,115542,3,205.715000,0.116000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013248836816,102292,3,205.837000,0.102000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013248943066,91958,3,205.943000,0.092000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(ViewManagerAdapter_ExpoLinearGradient)",53013249050941,676500,3,206.051000,0.676000
0,"opening",16838,"oelseisfree.app","Choreographer#scheduleVsyncLocked",53013249751733,66083,2,206.752000,0.066000
0,"opening",16838,"oelseisfree.app","BatchEventDispatchedListeners",53013249830233,5166,2,206.830000,0.005000
0,"opening",16838,"oelseisfree.app","Choreographer#onVsync 12169333",53013259196524,18667,0,216.197000,0.019000
0,"opening",16838,"oelseisfree.app","Choreographer#doFrame 12169333",53013259225233,7190083,0,216.225000,7.190000
0,"opening",16838,"oelseisfree.app","animation",53013259229941,7181917,1,216.230000,7.182000
0,"opening",16838,"oelseisfree.app","MountItemDispatcher::premountViews",53013259612816,6539000,2,216.613000,6.539000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013259632524,115959,3,216.633000,0.116000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013259764858,753833,3,216.765000,0.754000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013260525941,189458,3,217.526000,0.189000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013260721066,155417,3,217.721000,0.155000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013260892399,147792,3,217.892000,0.148000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013261045608,202583,3,218.046000,0.203000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTView)",53013263231399,403125,3,220.231000,0.403000
0,"opening",16838,"oelseisfree.app","SurfaceMountingManager::createViewUnsafe(RCTText)",53013263645066,235667,3,220.645000,0.236000
