"cycle","label","tid","name","state","overlap_ms"
1,"opening",17005,"RSMessageThread","R",23.000000
1,"opening",16871,"RenderThread","R+",22.207000
1,"opening",16841,"Jit thread pool","Running",21.594000
1,"opening",16862,"queued-work-loo","D",21.195000
1,"opening",16942,"glide-disk-cach","Running",17.176000
1,"opening",16881,"mqt_v_native","R",16.661000
1,"opening",16861,"Measurement Wor","R+",15.686000
1,"opening",16937,".0.2.2:8093/...","R",14.818000
1,"opening",17003,"glide-disk-cach","R+",14.434000
1,"opening",17003,"glide-disk-cach","Running",11.945000
1,"opening",16902,".0.2.2:8093/...","R",11.816000
1,"opening",16862,"queued-work-loo","R",11.092000
1,"opening",16846,"binder:16838_1","R",10.821000
1,"opening",16875,"hwuiTask0","R",9.514000
1,"opening",16841,"Jit thread pool","R+",9.186000
1,"opening",16880,"mqt_v_js","R+",8.513000
1,"opening",16942,"glide-disk-cach","R+",8.473000
1,"opening",16861,"Measurement Wor","D",8.439000
1,"opening",16864,"Firebase Backgr","R",6.994000
1,"opening",17003,"glide-disk-cach","S",5.747000
1,"opening",16870,"Firebase Blocki","R",5.257000
1,"opening",16838,"oelseisfree.app","R+",5.091000
1,"opening",16982,"GPU completion","R",4.844000
1,"opening",16861,"Measurement Wor","Running",4.810000
1,"opening",16937,".0.2.2:8093/...","Running",4.118000
1,"opening",16902,".0.2.2:8093/...","Running",3.868000
1,"opening",16915,"CookieMonsterCl","R",2.983000
1,"opening",16855,"ScionFrontendAp","R",2.776000
1,"opening",16862,"queued-work-loo","Running",2.740000
1,"opening",17005,"RSMessageThread","Running",2.543000
1,"opening",16881,"mqt_v_native","Running",2.240000
1,"opening",16902,".0.2.2:8093/...","R+",1.886000
1,"opening",16927,"OkHttp TaskRunn","R",1.621000
1,"opening",16889,"ncFunctionQueue","R+",1.306000
1,"opening",16882,"binder:16838_4","R",1.279000
1,"opening",17005,"RSMessageThread","S",1.023000
1,"opening",16866,"Firebase Backgr","Running",0.836000
1,"opening",17004,"glide-disk-cach","R",0.824000
1,"opening",16866,"Firebase Backgr","R+",0.820000
1,"opening",16899,"DefaultDispatch","Running",0.820000
1,"opening",16889,"ncFunctionQueue","Running",0.771000
1,"opening",16889,"ncFunctionQueue","R",0.716000
1,"opening",16924,"OkHttp TaskRunn","Running",0.583000
1,"opening",16866,"Firebase Backgr","R",0.361000
1,"opening",16859,"DefaultDispatch","R",0.321000
1,"opening",16846,"binder:16838_1","Running",0.314000
1,"opening",16937,".0.2.2:8093/...","R+",0.311000
1,"opening",16870,"Firebase Blocki","Running",0.292000
1,"opening",16924,"OkHttp TaskRunn","R",0.291000
1,"opening",16915,"CookieMonsterCl","Running",0.167000
1,"opening",16855,"ScionFrontendAp","Running",0.161000
1,"opening",16927,"OkHttp TaskRunn","R+",0.161000
1,"opening",17004,"glide-disk-cach","Running",0.158000
1,"opening",16875,"hwuiTask0","Running",0.141000
1,"opening",16983,"HWC release","R",0.138000
1,"opening",16927,"OkHttp TaskRunn","Running",0.137000
1,"opening",17005,"RSMessageThread","R+",0.131000
1,"opening",16859,"DefaultDispatch","Running",0.130000
1,"opening",16982,"GPU completion","Running",0.121000
1,"opening",16862,"queued-work-loo","R+",0.106000
1,"opening",16922,"binder:16838_4","R",0.105000
1,"opening",16929,"OkHttp TaskRunn","Running",0.102000
1,"opening",16864,"Firebase Backgr","Running",0.091000
1,"opening",16983,"HWC release","Running",0.028000
1,"opening",16922,"binder:16838_4","Running",0.024000
1,"opening",16929,"OkHttp TaskRunn","R",0.017000
1,"opening",16899,"DefaultDispatch","R",0.008000
1,"opening",17004,"glide-disk-cach","R+",0.003000
1,"opening",16882,"binder:16838_4","Running",0.002000
1,"opening",17003,"glide-disk-cach","X",-0.000000
1,"opening",17004,"glide-disk-cach","X",-0.000000
1,"opening",17005,"RSMessageThread","X",-0.000000
1,"takeoff-ready→animation-requested",16842,"HeapTaskDaemon","S",82.923000
1,"takeoff-ready→animation-requested",16843,"ReferenceQueueD","S",82.923000
1,"takeoff-ready→animation-requested",16844,"FinalizerDaemon","S",82.923000
1,"takeoff-ready→animation-requested",16845,"FinalizerWatchd","S",82.923000
1,"takeoff-ready→animation-requested",16849,"binder:16838_3","S",82.923000
1,"takeoff-ready→animation-requested",16850,"Profile Saver","S",82.923000
1,"takeoff-ready→animation-requested",16855,"ScionFrontendAp","S",82.923000
1,"takeoff-ready→animation-requested",16856,"Firebase Backgr","S",82.923000
1,"takeoff-ready→animation-requested",16859,"DefaultDispatch","S",82.923000
1,"takeoff-ready→animation-requested",16861,"Measurement Wor","S",82.923000
1,"takeoff-ready→animation-requested",16864,"Firebase Backgr","S",82.923000
1,"takeoff-ready→animation-requested",16866,"Firebase Backgr","S",82.923000
1,"takeoff-ready→animation-requested",16870,"Firebase Blocki","S",82.923000
1,"takeoff-ready→animation-requested",16875,"hwuiTask0","S",82.923000
1,"takeoff-ready→animation-requested",16876,"hwuiTask1","S",82.923000
1,"takeoff-ready→animation-requested",16877,"Firebase Backgr","S",82.923000
1,"takeoff-ready→animation-requested",16878,"HybridData Dest","S",82.923000
1,"takeoff-ready→animation-requested",16881,"mqt_v_native","S",82.923000
1,"takeoff-ready→animation-requested",16882,"binder:16838_4","S",82.923000
1,"takeoff-ready→animation-requested",16888,"Expo JNI deallo","S",82.923000
1,"takeoff-ready→animation-requested",16889,"ncFunctionQueue","S",82.923000
1,"takeoff-ready→animation-requested",16899,"DefaultDispatch","S",82.923000
1,"takeoff-ready→animation-requested",16902,".0.2.2:8093/...","S",82.923000
1,"takeoff-ready→animation-requested",16915,"CookieMonsterCl","S",82.923000
1,"takeoff-ready→animation-requested",16924,"OkHttp TaskRunn","S",82.923000
1,"takeoff-ready→animation-requested",16929,"OkHttp TaskRunn","S",82.923000
1,"takeoff-ready→animation-requested",16937,".0.2.2:8093/...","S",82.923000
1,"takeoff-ready→animation-requested",16841,"Jit thread pool","S",82.882000
1,"takeoff-ready→animation-requested",16983,"HWC release","S",82.857000
1,"takeoff-ready→animation-requested",16922,"binder:16838_4","S",82.854000
1,"takeoff-ready→animation-requested",16982,"GPU completion","S",82.831000
1,"takeoff-ready→animation-requested",16846,"binder:16838_1","S",77.799000
1,"takeoff-ready→animation-requested",16942,"glide-disk-cach","S",64.715000
1,"takeoff-ready→animation-requested",16862,"queued-work-loo","S",49.114000
1,"takeoff-ready→animation-requested",16871,"RenderThread","S",45.796000
1,"takeoff-ready→animation-requested",16880,"mqt_v_js","R",43.245000
1,"takeoff-ready→animation-requested",16880,"mqt_v_js","Running",36.856000
1,"takeoff-ready→animation-requested",16838,"oelseisfree.app","S",34.311000
1,"takeoff-ready→animation-requested",16838,"oelseisfree.app","R",32.032000
1,"takeoff-ready→animation-requested",17004,"glide-disk-cach","S",31.432000
1,"takeoff-ready→animation-requested",17003,"glide-disk-cach","R",28.606000
1,"takeoff-ready→animation-requested",17005,"RSMessageThread","R",23.000000
1,"takeoff-ready→animation-requested",16862,"queued-work-loo","D",21.195000
1,"takeoff-ready→animation-requested",16871,"RenderThread","R",16.806000
1,"takeoff-ready→animation-requested",16838,"oelseisfree.app","Running",16.464000
1,"takeoff-ready→animation-requested",16942,"glide-disk-cach","R",11.935000
1,"takeoff-ready→animation-requested",16871,"RenderThread","Running",11.923000
1,"takeoff-ready→animation-requested",16862,"queued-work-loo","R",9.787000
1,"takeoff-ready→animation-requested",16871,"RenderThread","R+",8.397000
1,"takeoff-ready→animation-requested",17003,"glide-disk-cach","Running",7.433000
1,"takeoff-ready→animation-requested",17003,"glide-disk-cach","R+",6.446000
1,"takeoff-ready→animation-requested",17003,"glide-disk-cach","S",5.747000
1,"takeoff-ready→animation-requested",16846,"binder:16838_1","R",4.915000
1,"takeoff-ready→animation-requested",16942,"glide-disk-cach","Running",4.368000
1,"takeoff-ready→animation-requested",16880,"mqt_v_js","R+",2.822000
1,"takeoff-ready→animation-requested",16862,"queued-work-loo","Running",2.722000
1,"takeoff-ready→animation-requested",17005,"RSMessageThread","Running",2.543000
1,"takeoff-ready→animation-requested",16942,"glide-disk-cach","R+",1.904000
1,"takeoff-ready→animation-requested",17005,"RSMessageThread","S",1.023000
1,"takeoff-ready→animation-requested",17004,"glide-disk-cach","R",0.824000
1,"takeoff-ready→animation-requested",16846,"binder:16838_1","Running",0.209000
1,"takeoff-ready→animation-requested",17004,"glide-disk-cach","Running",0.158000
1,"takeoff-ready→animation-requested",17005,"RSMessageThread","R+",0.131000
1,"takeoff-ready→animation-requested",16838,"oelseisfree.app","R+",0.117000
1,"takeoff-ready→animation-requested",16862,"queued-work-loo","R+",0.106000
1,"takeoff-ready→animation-requested",16982,"GPU completion","Running",0.075000
1,"takeoff-ready→animation-requested",16922,"binder:16838_4","R",0.059000
1,"takeoff-ready→animation-requested",16983,"HWC release","R",0.052000
1,"takeoff-ready→animation-requested",16841,"Jit thread pool","R",0.040000
1,"takeoff-ready→animation-requested",16982,"GPU completion","R",0.017000
1,"takeoff-ready→animation-requested",16983,"HWC release","Running",0.014000
1,"takeoff-ready→animation-requested",16922,"binder:16838_4","Running",0.010000
1,"takeoff-ready→animation-requested",17004,"glide-disk-cach","R+",0.003000
1,"takeoff-ready→animation-requested",17003,"glide-disk-cach","X",-0.000000
1,"takeoff-ready→animation-requested",17004,"glide-disk-cach","X",-0.000000
1,"takeoff-ready→animation-requested",17005,"RSMessageThread","X",-0.000000
1,"up→navigate",16841,"Jit thread pool","S",8.235000
1,"up→navigate",16842,"HeapTaskDaemon","S",8.235000
1,"up→navigate",16843,"ReferenceQueueD","S",8.235000
1,"up→navigate",16844,"FinalizerDaemon","S",8.235000
1,"up→navigate",16845,"FinalizerWatchd","S",8.235000
1,"up→navigate",16846,"binder:16838_1","S",8.235000
1,"up→navigate",16849,"binder:16838_3","S",8.235000
1,"up→navigate",16850,"Profile Saver","S",8.235000
1,"up→navigate",16855,"ScionFrontendAp","S",8.235000
1,"up→navigate",16856,"Firebase Backgr","S",8.235000
1,"up→navigate",16859,"DefaultDispatch","S",8.235000
1,"up→navigate",16861,"Measurement Wor","S",8.235000
1,"up→navigate",16862,"queued-work-loo","S",8.235000
1,"up→navigate",16864,"Firebase Backgr","S",8.235000
1,"up→navigate",16866,"Firebase Backgr","S",8.235000
1,"up→navigate",16870,"Firebase Blocki","S",8.235000
1,"up→navigate",16871,"RenderThread","S",8.235000
1,"up→navigate",16875,"hwuiTask0","S",8.235000
1,"up→navigate",16876,"hwuiTask1","S",8.235000
1,"up→navigate",16877,"Firebase Backgr","S",8.235000
1,"up→navigate",16878,"HybridData Dest","S",8.235000
1,"up→navigate",16882,"binder:16838_4","S",8.235000
1,"up→navigate",16888,"Expo JNI deallo","S",8.235000
1,"up→navigate",16899,"DefaultDispatch","S",8.235000
1,"up→navigate",16902,".0.2.2:8093/...","S",8.235000
1,"up→navigate",16915,"CookieMonsterCl","S",8.235000
1,"up→navigate",16922,"binder:16838_4","S",8.235000
1,"up→navigate",16924,"OkHttp TaskRunn","S",8.235000
1,"up→navigate",16927,"OkHttp TaskRunn","S",8.235000
1,"up→navigate",16937,".0.2.2:8093/...","S",8.235000
1,"up→navigate",16942,"glide-disk-cach","S",8.235000
1,"up→navigate",16982,"GPU completion","S",8.235000
1,"up→navigate",16983,"HWC release","S",8.235000
1,"up→navigate",16889,"ncFunctionQueue","S",7.911000
1,"up→navigate",16881,"mqt_v_native","S",7.618000
1,"up→navigate",16838,"oelseisfree.app","S",6.538000
1,"up→navigate",16880,"mqt_v_js","S",6.389000
1,"up→navigate",16838,"oelseisfree.app","Running",1.501000
1,"up→navigate",16880,"mqt_v_js","Running",1.373000
1,"up→navigate",16881,"mqt_v_native","Running",0.334000
1,"up→navigate",16889,"ncFunctionQueue","R",0.324000
1,"up→navigate",16880,"mqt_v_js","R+",0.318000
1,"up→navigate",16881,"mqt_v_native","R",0.284000
1,"up→navigate",16838,"oelseisfree.app","R",0.178000
1,"up→navigate",16880,"mqt_v_js","R",0.156000
1,"up→navigate",16838,"oelseisfree.app","R+",0.018000
2,"animation-requested→first-ui-motion",16841,"Jit thread pool","R",20.754000
2,"animation-requested→first-ui-motion",16842,"HeapTaskDaemon","R",20.754000
2,"animation-requested→first-ui-motion",16843,"ReferenceQueueD","S",20.754000
2,"animation-requested→first-ui-motion",16844,"FinalizerDaemon","S",20.754000
2,"animation-requested→first-ui-motion",16845,"FinalizerWatchd","S",20.754000
2,"animation-requested→first-ui-motion",16846,"binder:16838_1","S",20.754000
2,"animation-requested→first-ui-motion",16849,"binder:16838_3","S",20.754000
2,"animation-requested→first-ui-motion",16850,"Profile Saver","S",20.754000
2,"animation-requested→first-ui-motion",16855,"ScionFrontendAp","S",20.754000
2,"animation-requested→first-ui-motion",16856,"Firebase Backgr","S",20.754000
2,"animation-requested→first-ui-motion",16859,"DefaultDispatch","S",20.754000
2,"animation-requested→first-ui-motion",16861,"Measurement Wor","S",20.754000
2,"animation-requested→first-ui-motion",16862,"queued-work-loo","S",20.754000
2,"animation-requested→first-ui-motion",16864,"Firebase Backgr","S",20.754000
2,"animation-requested→first-ui-motion",16866,"Firebase Backgr","S",20.754000
2,"animation-requested→first-ui-motion",16870,"Firebase Blocki","S",20.754000
2,"animation-requested→first-ui-motion",16875,"hwuiTask0","S",20.754000
2,"animation-requested→first-ui-motion",16876,"hwuiTask1","S",20.754000
2,"animation-requested→first-ui-motion",16877,"Firebase Backgr","S",20.754000
2,"animation-requested→first-ui-motion",16878,"HybridData Dest","S",20.754000
2,"animation-requested→first-ui-motion",16881,"mqt_v_native","S",20.754000
2,"animation-requested→first-ui-motion",16882,"binder:16838_4","S",20.754000
2,"animation-requested→first-ui-motion",16888,"Expo JNI deallo","S",20.754000
2,"animation-requested→first-ui-motion",16889,"ncFunctionQueue","S",20.754000
2,"animation-requested→first-ui-motion",16899,"DefaultDispatch","S",20.754000
2,"animation-requested→first-ui-motion",16902,".0.2.2:8093/...","S",20.754000
2,"animation-requested→first-ui-motion",16915,"CookieMonsterCl","S",20.754000
2,"animation-requested→first-ui-motion",16922,"binder:16838_4","S",20.754000
2,"animation-requested→first-ui-motion",16924,"OkHttp TaskRunn","S",20.754000
2,"animation-requested→first-ui-motion",16929,"OkHttp TaskRunn","S",20.754000
2,"animation-requested→first-ui-motion",16937,".0.2.2:8093/...","S",20.754000
2,"animation-requested→first-ui-motion",16942,"glide-disk-cach","R",20.754000
2,"animation-requested→first-ui-motion",16982,"GPU completion","S",20.754000
2,"animation-requested→first-ui-motion",16983,"HWC release","S",20.754000
2,"animation-requested→first-ui-motion",16871,"RenderThread","S",19.162000
2,"animation-requested→first-ui-motion",16880,"mqt_v_js","R",10.862000
2,"animation-requested→first-ui-motion",16838,"oelseisfree.app","Running",9.709000
2,"animation-requested→first-ui-motion",16880,"mqt_v_js","Running",8.028000
2,"animation-requested→first-ui-motion",16838,"oelseisfree.app","R",5.892000
2,"animation-requested→first-ui-motion",16838,"oelseisfree.app","S",5.125000
2,"animation-requested→first-ui-motion",16880,"mqt_v_js","R+",1.864000
2,"animation-requested→first-ui-motion",16871,"RenderThread","R",1.579000
2,"animation-requested→first-ui-motion",16838,"oelseisfree.app","R+",0.029000
2,"animation-requested→first-ui-motion",16871,"RenderThread","Running",0.014000
2,"destination-measured→takeoff-ready",16843,"ReferenceQueueD","S",114.688000
2,"destination-measured→takeoff-ready",16844,"FinalizerDaemon","S",114.688000
2,"destination-measured→takeoff-ready",16845,"FinalizerWatchd","S",114.688000
2,"destination-measured→takeoff-ready",16855,"ScionFrontendAp","S",114.688000
2,"destination-measured→takeoff-ready",16856,"Firebase Backgr","S",114.688000
2,"destination-measured→takeoff-ready",16859,"DefaultDispatch","S",114.688000
2,"destination-measured→takeoff-ready",16861,"Measurement Wor","S",114.688000
2,"destination-measured→takeoff-ready",16864,"Firebase Backgr","S",114.688000
2,"destination-measured→takeoff-ready",16866,"Firebase Backgr","S",114.688000
2,"destination-measured→takeoff-ready",16870,"Firebase Blocki","S",114.688000
2,"destination-measured→takeoff-ready",16876,"hwuiTask1","S",114.688000
2,"destination-measured→takeoff-ready",16877,"Firebase Backgr","S",114.688000
2,"destination-measured→takeoff-ready",16878,"HybridData Dest","S",114.688000
2,"destination-measured→takeoff-ready",16888,"Expo JNI deallo","S",114.688000
2,"destination-measured→takeoff-ready",16889,"ncFunctionQueue","S",114.688000
2,"destination-measured→takeoff-ready",16899,"DefaultDispatch","S",114.688000
2,"destination-measured→takeoff-ready",16902,".0.2.2:8093/...","S",114.688000
2,"destination-measured→takeoff-ready",16915,"CookieMonsterCl","S",114.688000
2,"destination-measured→takeoff-ready",16922,"binder:16838_4","S",114.688000
2,"destination-measured→takeoff-ready",16924,"OkHttp TaskRunn","S",114.688000
2,"destination-measured→takeoff-ready",16929,"OkHttp TaskRunn","S",114.688000
2,"destination-measured→takeoff-ready",16937,".0.2.2:8093/...","S",114.688000
2,"destination-measured→takeoff-ready",16983,"HWC release","S",114.688000
2,"destination-measured→takeoff-ready",16881,"mqt_v_native","S",112.319000
2,"destination-measured→takeoff-ready",16882,"binder:16838_4","S",111.825000
2,"destination-measured→takeoff-ready",16846,"binder:16838_1","S",111.633000
2,"destination-measured→takeoff-ready",16850,"Profile Saver","S",108.623000
2,"destination-measured→takeoff-ready",16875,"hwuiTask0","S",108.074000
2,"destination-measured→takeoff-ready",16982,"GPU completion","S",106.724000
2,"destination-measured→takeoff-ready",16862,"queued-work-loo","S",94.104000
2,"destination-measured→takeoff-ready",16849,"binder:16838_3","S",90.530000
2,"destination-measured→takeoff-ready",16942,"glide-disk-cach","R",79.782000
2,"destination-measured→takeoff-ready",16842,"HeapTaskDaemon","R",69.859000
2,"destination-measured→takeoff-ready",16871,"RenderThread","S",66.513000
2,"destination-measured→takeoff-ready",16841,"Jit thread pool","R",57.783000
2,"destination-measured→takeoff-ready",16838,"oelseisfree.app","S",51.128000
2,"destination-measured→takeoff-ready",16880,"mqt_v_js","S",46.622000
2,"destination-measured→takeoff-ready",16880,"mqt_v_js","R",42.707000
2,"destination-measured→takeoff-ready",16838,"oelseisfree.app","Running",42.104000
2,"destination-measured→takeoff-ready",16871,"RenderThread","Running",34.954000
2,"destination-measured→takeoff-ready",16942,"glide-disk-cach","S",32.130000
2,"destination-measured→takeoff-ready",16849,"binder:16838_3","R",24.155000
2,"destination-measured→takeoff-ready",16841,"Jit thread pool","S",23.430000
2,"destination-measured→takeoff-ready",16841,"Jit thread pool","R+",22.724000
2,"destination-measured→takeoff-ready",16880,"mqt_v_js","Running",22.347000
2,"destination-measured→takeoff-ready",16842,"HeapTaskDaemon","Running",21.246000
2,"destination-measured→takeoff-ready",16842,"HeapTaskDaemon","S",21.135000
2,"destination-measured→takeoff-ready",16862,"queued-work-loo","R",20.585000
2,"destination-measured→takeoff-ready",16838,"oelseisfree.app","R",19.828000
2,"destination-measured→takeoff-ready",16871,"RenderThread","R+",9.595000
2,"destination-measured→takeoff-ready",16982,"GPU completion","R",7.917000
2,"destination-measured→takeoff-ready",16841,"Jit thread pool","Running",7.876000
2,"destination-measured→takeoff-ready",16850,"Profile Saver","R",6.003000
2,"destination-measured→takeoff-ready",16871,"RenderThread","R",3.626000
2,"destination-measured→takeoff-ready",16875,"hwuiTask0","R",3.531000
2,"destination-measured→takeoff-ready",16846,"binder:16838_1","R",3.047000
2,"destination-measured→takeoff-ready",16880,"mqt_v_js","R+",3.011000
2,"destination-measured→takeoff-ready",16875,"hwuiTask0","R+",2.902000
2,"destination-measured→takeoff-ready",16841,"Jit thread pool","D",2.875000
2,"destination-measured→takeoff-ready",16882,"binder:16838_4","R",2.863000
2,"destination-measured→takeoff-ready",16942,"glide-disk-cach","Running",2.745000
2,"destination-measured→takeoff-ready",16842,"HeapTaskDaemon","R+",2.448000
2,"destination-measured→takeoff-ready",16881,"mqt_v_native","R",2.284000
2,"destination-measured→takeoff-ready",16838,"oelseisfree.app","R+",1.628000
2,"destination-measured→takeoff-ready",16875,"hwuiTask0","Running",0.181000
2,"destination-measured→takeoff-ready",16881,"mqt_v_native","Running",0.085000
2,"destination-measured→takeoff-ready",16850,"Profile Saver","Running",0.062000
2,"destination-measured→takeoff-ready",16982,"GPU completion","Running",0.047000
2,"destination-measured→takeoff-ready",16942,"glide-disk-cach","R+",0.031000
2,"destination-measured→takeoff-ready",16846,"binder:16838_1","Running",0.009000
2,"destination-measured→takeoff-ready",16849,"binder:16838_3","Running",0.004000
2,"navigate→destination-measured",16842,"HeapTaskDaemon","S",103.481000
2,"navigate→destination-measured",16843,"ReferenceQueueD","S",103.481000
2,"navigate→destination-measured",16844,"FinalizerDaemon","S",103.481000
2,"navigate→destination-measured",16845,"FinalizerWatchd","S",103.481000
2,"navigate→destination-measured",16846,"binder:16838_1","S",103.481000
2,"navigate→destination-measured",16849,"binder:16838_3","S",103.481000
2,"navigate→destination-measured",16850,"Profile Saver","S",103.481000
2,"navigate→destination-measured",16856,"Firebase Backgr","S",103.481000
2,"navigate→destination-measured",16875,"hwuiTask0","S",103.481000
2,"navigate→destination-measured",16876,"hwuiTask1","S",103.481000
2,"navigate→destination-measured",16877,"Firebase Backgr","S",103.481000
2,"navigate→destination-measured",16878,"HybridData Dest","S",103.481000
2,"navigate→destination-measured",16882,"binder:16838_4","S",103.481000
2,"navigate→destination-measured",16888,"Expo JNI deallo","S",103.481000
2,"navigate→destination-measured",16922,"binder:16838_4","S",103.481000
2,"navigate→destination-measured",16942,"glide-disk-cach","S",103.481000
2,"navigate→destination-measured",16982,"GPU completion","S",103.481000
2,"navigate→destination-measured",16983,"HWC release","S",103.481000
2,"navigate→destination-measured",16924,"OkHttp TaskRunn","S",103.225000
2,"navigate→destination-measured",16915,"CookieMonsterCl","S",102.917000
2,"navigate→destination-measured",16855,"ScionFrontendAp","S",102.895000
2,"navigate→destination-measured",16859,"DefaultDispatch","S",102.894000
2,"navigate→destination-measured",16899,"DefaultDispatch","S",102.887000
2,"navigate→destination-measured",16871,"RenderThread","S",102.792000
2,"navigate→destination-measured",16870,"Firebase Blocki","S",102.319000
2,"navigate→destination-measured",16862,"queued-work-loo","S",102.176000
2,"navigate→destination-measured",16864,"Firebase Backgr","S",101.297000
2,"navigate→destination-measured",16929,"OkHttp TaskRunn","S",101.110000
2,"navigate→destination-measured",16866,"Firebase Backgr","S",100.555000
2,"navigate→destination-measured",16881,"mqt_v_native","S",99.498000
2,"navigate→destination-measured",16889,"ncFunctionQueue","S",98.324000
2,"navigate→destination-measured",16937,".0.2.2:8093/...","S",87.088000
2,"navigate→destination-measured",16902,".0.2.2:8093/...","S",86.561000
2,"navigate→destination-measured",16880,"mqt_v_js","Running",83.991000
2,"navigate→destination-measured",16841,"Jit thread pool","S",71.696000
2,"navigate→destination-measured",16861,"Measurement Wor","S",65.050000
2,"navigate→destination-measured",16838,"oelseisfree.app","S",55.664000
2,"navigate→destination-measured",16838,"oelseisfree.app","Running",35.392000
2,"navigate→destination-measured",16841,"Jit thread pool","R",21.905000
2,"navigate→destination-measured",16880,"mqt_v_js","R",19.382000
2,"navigate→destination-measured",16861,"Measurement Wor","R",17.723000
2,"navigate→destination-measured",16861,"Measurement Wor","D",13.836000
2,"navigate→destination-measured",16838,"oelseisfree.app","R",11.142000
2,"navigate→destination-measured",16937,".0.2.2:8093/...","R+",10.591000
2,"navigate→destination-measured",16902,".0.2.2:8093/...","R",9.589000
2,"navigate→destination-measured",16841,"Jit thread pool","Running",8.119000
2,"navigate→destination-measured",16889,"ncFunctionQueue","R",4.435000
2,"navigate→destination-measured",16937,".0.2.2:8093/...","Running",3.932000
2,"navigate→destination-measured",16902,".0.2.2:8093/...","R+",3.927000
2,"navigate→destination-measured",16861,"Measurement Wor","Running",3.827000
2,"navigate→destination-measured",16902,".0.2.2:8093/...","Running",3.404000
2,"navigate→destination-measured",16861,"Measurement Wor","R+",3.045000
2,"navigate→destination-measured",16881,"mqt_v_native","R",2.773000
2,"navigate→destination-measured",16937,".0.2.2:8093/...","R",1.870000
2,"navigate→destination-measured",16929,"OkHttp TaskRunn","R",1.846000
2,"navigate→destination-measured",16864,"Firebase Backgr","R+",1.702000
2,"navigate→destination-measured",16841,"Jit thread pool","D",1.409000
2,"navigate→destination-measured",16862,"queued-work-loo","R",1.287000
2,"navigate→destination-measured",16838,"oelseisfree.app","R+",1.283000
2,"navigate→destination-measured",16881,"mqt_v_native","Running",1.210000
2,"navigate→destination-measured",16866,"Firebase Backgr","R+",1.155000
2,"navigate→destination-measured",16866,"Firebase Backgr","R",1.119000
2,"navigate→destination-measured",16870,"Firebase Blocki","R",1.004000
2,"navigate→destination-measured",16889,"ncFunctionQueue","Running",0.722000
2,"navigate→destination-measured",16866,"Firebase Backgr","Running",0.653000
2,"navigate→destination-measured",16871,"RenderThread","R",0.641000
2,"navigate→destination-measured",16855,"ScionFrontendAp","R",0.503000
2,"navigate→destination-measured",16929,"OkHttp TaskRunn","Running",0.493000
2,"navigate→destination-measured",16899,"DefaultDispatch","Running",0.461000
2,"navigate→destination-measured",16859,"DefaultDispatch","R",0.427000
2,"navigate→destination-measured",16915,"CookieMonsterCl","R",0.390000
2,"navigate→destination-measured",16841,"Jit thread pool","R+",0.352000
2,"navigate→destination-measured",16864,"Firebase Backgr","Running",0.305000
2,"navigate→destination-measured",16924,"OkHttp TaskRunn","Running",0.222000
2,"navigate→destination-measured",16864,"Firebase Backgr","R",0.177000
2,"navigate→destination-measured",16915,"CookieMonsterCl","Running",0.174000
2,"navigate→destination-measured",16859,"DefaultDispatch","Running",0.159000
2,"navigate→destination-measured",16870,"Firebase Blocki","Running",0.158000
2,"navigate→destination-measured",16899,"DefaultDispatch","R",0.133000
2,"navigate→destination-measured",16880,"mqt_v_js","R+",0.108000
2,"navigate→destination-measured",16855,"ScionFrontendAp","Running",0.083000
2,"navigate→destination-measured",16871,"RenderThread","Running",0.047000
2,"navigate→destination-measured",16924,"OkHttp TaskRunn","R",0.034000
2,"navigate→destination-measured",16929,"OkHttp TaskRunn","R+",0.032000
2,"navigate→destination-measured",16862,"queued-work-loo","Running",0.017000
2,"opening",16843,"ReferenceQueueD","S",287.145000
2,"opening",16844,"FinalizerDaemon","S",287.145000
2,"opening",16845,"FinalizerWatchd","S",287.145000
2,"opening",16856,"Firebase Backgr","S",287.145000
2,"opening",16876,"hwuiTask1","S",287.145000
2,"opening",16877,"Firebase Backgr","S",287.145000
2,"opening",16878,"HybridData Dest","S",287.145000
2,"opening",16888,"Expo JNI deallo","S",287.145000
2,"opening",16983,"HWC release","S",287.145000
2,"opening",16922,"binder:16838_4","S",286.927000
2,"opening",16924,"OkHttp TaskRunn","S",286.889000
2,"opening",16915,"CookieMonsterCl","S",286.581000
2,"opening",16855,"ScionFrontendAp","S",286.560000
2,"opening",16859,"DefaultDispatch","S",286.559000
2,"opening",16899,"DefaultDispatch","S",286.551000
2,"opening",16870,"Firebase Blocki","S",285.983000
2,"opening",16864,"Firebase Backgr","S",284.961000
2,"opening",16929,"OkHttp TaskRunn","S",284.774000
2,"opening",16866,"Firebase Backgr","S",284.219000
2,"opening",16889,"ncFunctionQueue","S",281.833000
2,"opening",16850,"Profile Saver","S",281.080000
2,"opening",16875,"hwuiTask0","S",280.531000
2,"opening",16882,"binder:16838_4","S",279.537000
2,"opening",16982,"GPU completion","S",278.741000
2,"opening",16881,"mqt_v_native","S",275.638000
2,"opening",16846,"binder:16838_1","S",275.047000
2,"opening",16937,".0.2.2:8093/...","S",270.752000
2,"opening",16902,".0.2.2:8093/...","S",270.225000
2,"opening",16862,"queued-work-loo","S",254.034000
2,"opening",16849,"binder:16838_3","S",253.130000
2,"opening",16861,"Measurement Wor","S",248.714000
2,"opening",16871,"RenderThread","S",236.245000
2,"opening",16838,"oelseisfree.app","S",157.953000
